# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,副本中使用次数,随机狩猎奖励点,解绑道具,解绑道具数量
25100,[FP] Secret Pouch,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x50</FONT><BR>""",1,2,item_icon_76,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,50,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25100,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101,[FP] Silver Cricket,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x30</FONT><BR>""",1,2,prop_insect_15,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,30,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25101,,,,,,,,,,,,,,,,,,,,,,,,,,,
25102,[FP] Golden Cricket,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x80</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_insect_16,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,80,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25102,,,,,,,,,,,,,,,,,,,,,,,,,,,
25103,[FP] Unique Mushroom,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x40</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_plant_23,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,40,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25103,,,,,,,,,,,,,,,,,,,,,,,,,,,
25104,[FP] Choice Mushroom,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x80</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_plant_24,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,80,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25104,,,,,,,,,,,,,,,,,,,,,,,,,,,
25105,[FP] Royal Jelly,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x40</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_honey_03,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,40,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25105,,,,,,,,,,,,,,,,,,,,,,,,,,,
25106,[FP] Choice Royal Jelly,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x80</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_honey_04,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,80,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25106,,,,,,,,,,,,,,,,,,,,,,,,,,,
25107,[FP] Goldenfish,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x40</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_fish_06,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,40,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25107,,,,,,,,,,,,,,,,,,,,,,,,,,,
25108,[FP] Silverfish,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x20</FONT><BR>""",1,2,prop_fish_07,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,20,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25108,,,,,,,,,,,,,,,,,,,,,,,,,,,
25109,[FP] Goldstone Piece,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x40</FONT><BR>""",1,2,prop_ore_13,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,40,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25109,,,,,,,,,,,,,,,,,,,,,,,,,,,
25110,[FP] Goldstone Hunk,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x80</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_ore_13,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,80,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25110,,,,,,,,,,,,,,,,,,,,,,,,,,,
25111,[FP] Uncle Jerry's Gift,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x50</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,bag_02,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,50,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25111,,,,,,,,,,,,,,,,,,,,,,,,,,,
25112,[FP] Golden Scree,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x50</FONT><BR>""",1,2,prop_ore_07,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,50,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25112,,,,,,,,,,,,,,,,,,,,,,,,,,,
25113,[FP] Silver Scree,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x30</FONT><BR>""",1,2,prop_ore_11,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,30,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25113,,,,,,,,,,,,,,,,,,,,,,,,,,,
25120,[FP] Golden Stone,"""<FONT COLOR=\""\#68A16A\"" >Usage: Get Farm Point x100</FONT><BR>""",1,2,prop_ore_07,1,0,1,9,4,2,0,99,99,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5",0,1,0,0,0,0,0,添加农场精算点,100,0,0,播放特效,613,0,0,0,0,0,0,0,0,0,0,0,25120,,,,,,,,,,,,,,,,,,,,,,,,,,,
