# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,副本中使用次数,随机狩猎奖励点,解绑道具,解绑道具数量
6011,Bugnet,"""<FONT COLOR=\""\#68A16A\"" >Use: Gather worms and insects in the farm or hunting field.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Combination Invention, Shops</FONT><BR>""",1,1,prop_tool_04,1,0,1,3,2,0,0,10,999,8,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6011,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,Unlimited Bugnet,"""<FONT COLOR=\""\#68A16A\"" >Use : Gather worms and insects in the farm or hunting field.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source : Combination</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">It can be used unlimitedly per hunt.</FONT>""",1,4,prop_tool_04_inf,1,0,1,3,2,2,0,1,999,8,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6012,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,3rd Grade/Level Bugnet,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",3,3,prop_tool_04,1,0,1,3,2,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6013,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,4th Grade/Level Bugnet,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",4,3,prop_tool_04,1,0,1,3,2,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6014,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,5th Grade/Level Bugnet,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",5,4,prop_tool_04,1,0,1,3,2,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6015,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,6th Grade/Level Bugnet,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",6,4,prop_tool_04,1,0,1,3,2,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6016,,,,,,,,,,,,,,,,,,,,,,,,,,,
6017,7th Grade/Level Bugnet,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",7,5,prop_tool_04,1,0,1,3,2,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6017,,,,,,,,,,,,,,,,,,,,,,,,,,,
6018,8th Grade/Level Bugnet,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",8,5,prop_tool_04,1,0,1,3,2,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6018,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,9th Grade/Level Bugnet,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",9,6,prop_tool_04,1,0,1,3,2,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6019,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020,10th Grade/Level Bugnet,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",10,6,prop_tool_04,1,0,1,3,2,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6020,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,Gathering Glove,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_tool_05,1,0,1,3,4,0,0,10,10,8,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6021,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,2nd Grade/Level Gathering Glove,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",2,2,prop_tool_05,1,0,1,3,4,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6022,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,3rd Grade/Level Gathering Glove,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",3,3,prop_tool_05,1,0,1,3,4,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6023,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,4th Grade/Level Gathering Glove,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",4,3,prop_tool_05,1,0,1,3,4,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6024,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025,5th Grade/Level Gathering Glove,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",5,4,prop_tool_05,1,0,1,3,4,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6025,,,,,,,,,,,,,,,,,,,,,,,,,,,
6026,6th Grade/Level Gathering Glove,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",6,4,prop_tool_05,1,0,1,3,4,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6026,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027,7th Grade/Level Gathering Glove,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",7,5,prop_tool_05,1,0,1,3,4,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6027,,,,,,,,,,,,,,,,,,,,,,,,,,,
6028,8th Grade/Level Gathering Glove,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",8,5,prop_tool_05,1,0,1,3,4,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6028,,,,,,,,,,,,,,,,,,,,,,,,,,,
6029,9th Grade/Level Gathering Glove,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",9,6,prop_tool_05,1,0,1,3,4,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6029,,,,,,,,,,,,,,,,,,,,,,,,,,,
6030,10th Grade/Level Gathering Glove,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",10,6,prop_tool_05,1,0,1,3,4,0,0,10,10,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6030,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031,Fishing Set,"""<FONT COLOR=\""\#68A16A\"" >Use: Catch fish in the farm.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Shop</FONT><BR>""",1,1,prop_tool_10,1,0,1,3,3,0,0,10,999,8,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6031,,,,,,,,,,,,,,,,,,,,,,,,,,,
6032,Fishing Rod,"""<FONT COLOR=\""\#68A16A\"" >Use: Catch fish in field fishing points</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Shops</FONT><BR>""",2,1,prop_tool_06,1,0,1,3,3,0,0,10,999,100,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,
6033,Umlimited Fishing Set,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,4,prop_tool_10,1,0,1,3,3,2,0,1,999,8,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6033,,,,,,,,,,,,,,,,,,,,,,,,,,,
6034,废弃6034,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",4,1,prop_tool_06,1,0,1,3,3,0,0,10,99,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6034,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035,废弃6035,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",5,1,prop_tool_06,1,0,1,3,3,0,0,10,99,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6035,,,,,,,,,,,,,,,,,,,,,,,,,,,
6036,废弃6036,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",6,1,prop_tool_06,1,0,1,3,3,0,0,10,99,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6036,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,废弃6037,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",7,1,prop_tool_06,1,0,1,3,3,0,0,10,99,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6037,,,,,,,,,,,,,,,,,,,,,,,,,,,
6038,废弃6038,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",8,1,prop_tool_06,1,0,1,3,3,0,0,10,99,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6038,,,,,,,,,,,,,,,,,,,,,,,,,,,
6039,废弃6039,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",9,1,prop_tool_06,1,0,1,3,3,0,0,10,99,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6039,,,,,,,,,,,,,,,,,,,,,,,,,,,
6040,废弃6040,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",10,1,prop_tool_06,1,0,1,3,3,0,0,10,99,100,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6040,,,,,,,,,,,,,,,,,,,,,,,,,,,
6041,废弃6040,"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_tool_10,1,0,1,3,3,0,0,10,10,100,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6041,,,,,,,,,,,,,,,,,,,,,,,,,,,
6042,Supply Pickaxe,"""<FONT COLOR=\""\#68A16A\"" >Use: Gather ore in the field.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Limited to hunting field</FONT><BR>""",1,2,prop_tool_03,0,0,1,3,1,0,0,10,999,100,1,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6042,,,,,,,,,,,,,,,,,,,,,,,,,,,
6043,Supply Bug Net,"""<FONT COLOR=\""\#68A16A\"" >Use: Gather worms and insects in the field.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Limited to hunting field</FONT><BR>""",1,2,prop_tool_04,0,0,1,3,2,0,0,10,999,0,1,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6043,,,,,,,,,,,,,,,,,,,,,,,,,,,
6044,Supply Gathering Glove,"""<FONT COLOR=\""\#6285C6\"" >Limited to hunting field</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_tool_05,0,0,1,3,4,0,0,10,10,0,1,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6044,,,,,,,,,,,,,,,,,,,,,,,,,,,
6051,Pickaxe,"""<FONT COLOR=\""\#68A16A\"" >Use : Gather ore in the farm or hunting field.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source : Shop</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_tool_03,1,0,1,3,1,0,0,10,10,0,0,250,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6051,,,,,,,,,,,,,,,,,,,,,,,,,,,
6052,Bugnet,"""<FONT COLOR=\""\#68A16A\"" >Use : Gather worms and insects in the farm or hunting field. </FONT><BR><FONT COLOR=\""\#6285C6\"" >Source:Shop</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_tool_04,1,0,1,3,2,0,0,10,10,0,0,250,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6052,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053,废弃6053,"""<FONT COLOR=\""\#6285C6\"" >Source : Shop</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_tool_10,1,0,1,3,3,0,0,10,99,0,0,250,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6053,,,,,,,,,,,,,,,,,,,,,,,,,,,
6054,废弃6054,"""<FONT COLOR=\""\#6285C6\"" >Source : Shop</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_tool_05,1,0,1,3,4,0,0,10,10,8,0,250,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6054,,,,,,,,,,,,,,,,,,,,,,,,,,,
6101,Mega Pickaxe,"""<FONT COLOR=\""\#68A16A\"" >Use: Gather ore in the farm or hunting field.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Cash shop</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Customized,high quality production</FONT>""",0,3,mart_pick_yellow,1,0,1,3,1,2,0,99,999,0,0,250,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101,,,,,,,,,,,,,,,,,,,,,,,,,,,
6102,Mega Bug Net,"""<FONT COLOR=\""\#68A16A\"" >Use: Gather worms and insects in the farm or hunting field.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Cash shop</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Customized,high quality production</FONT>""",0,3,mart_string_yellow,1,0,1,3,2,2,0,99,999,0,0,250,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6102,,,,,,,,,,,,,,,,,,,,,,,,,,,
6103,Unlimited Golden Pickaxe,"""<FONT COLOR=\""\#68A16A\"" >Use : Gather ore in the farm or hunting field.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source : Combination</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">It can be used unlimitedly per hunt.</FONT>""",0,5,mart_pick_yellow_inf,1,0,1,3,1,2,0,1,999,0,0,250,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6103,,,,,,,,,,,,,,,,,,,,,,,,,,,
6104,Unlimited Golden Bugnet,"""<FONT COLOR=\""\#68A16A\"" >Use : Gather worms and insects in the farm or hunting field.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source : Combination</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">It can be used unlimitedly per hunt.</FONT>""",0,5,mart_string_yellow_inf,1,0,1,3,2,2,0,1,999,0,0,250,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6104,,,,,,,,,,,,,,,,,,,,,,,,,,,
