# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,副本中使用次数,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,随机狩猎奖励点,解绑道具,解绑道具数量
40025,商城宝箱钥匙8,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,item_icon_01,1,0,1,1,1,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40025,,4,,,,,,,,,,,,,,,,,,,,,,,,
40026,商城宝箱钥匙9,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,item_icon_01,1,0,1,1,1,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40026,,4,,,,,,,,,,,,,,,,,,,,,,,,
40027,商城宝箱钥匙10,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,item_icon_01,1,0,1,1,1,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40027,,4,,,,,,,,,,,,,,,,,,,,,,,,
40028,龙人秘宝,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,mart_storehouse_ticket,1,0,1,1,9,0,0,0,999,0,0,20,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40028,,4,,,,,,,,,,,,,,,,,,,,,,,,
40029,商城宝箱2,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,bag_06,1,0,1,1,9,2,0,0,999,0,1,20,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40029,,4,,,,,,,,,,,,,,,,,,,,,,,,
40030,商城宝箱4,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,bag_06,1,0,1,1,9,2,0,0,999,0,1,20,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40030,,4,,,,,,,,,,,,,,,,,,,,,,,,
40031,商城宝箱5,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,bag_06,1,0,1,1,9,2,0,0,999,0,1,20,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40031,,4,,,,,,,,,,,,,,,,,,,,,,,,
40032,商城宝箱6,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,bag_06,1,0,1,1,9,2,0,0,999,0,1,20,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40032,,4,,,,,,,,,,,,,,,,,,,,,,,,
40033,商城宝箱7,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,bag_06,1,0,1,1,9,2,0,0,999,0,1,20,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40033,,4,,,,,,,,,,,,,,,,,,,,,,,,
40034,商城宝箱8,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,bag_06,1,0,1,1,9,2,0,0,999,0,1,20,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40034,,4,,,,,,,,,,,,,,,,,,,,,,,,
40035,商城宝箱9,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,bag_06,1,0,1,1,9,2,0,0,999,0,1,20,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40035,,4,,,,,,,,,,,,,,,,,,,,,,,,
40036,商城宝箱10,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,bag_06,1,0,1,1,9,2,0,0,999,0,1,20,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40036,,4,,,,,,,,,,,,,,,,,,,,,,,,
40037,特效强走药,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,mart_medcine_orange,1,0,1,1,1,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,增加耐力上限,125,0,0,获得BUFF,14000001,0,0,0,0,0,0,恢复耐力,150,0,0,0,40037,,1,,,,,,,,,,,,,,,,,,,,,,,,
40038,特效强走药,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,mart_medcine_orange,1,0,1,1,1,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,增加耐力上限,125,0,0,获得BUFF,14000002,0,0,0,0,0,0,恢复耐力,150,0,0,0,40038,,1,,,,,,,,,,,,,,,,,,,,,,,,
40039,特效强走药,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,mart_medcine_orange,1,0,1,1,1,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,增加耐力上限,125,0,0,获得BUFF,14000003,0,0,0,0,0,0,恢复耐力,150,0,0,0,40039,,1,,,,,,,,,,,,,,,,,,,,,,,,
40040,特效强走药,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,1,mart_medcine_orange,1,0,1,1,1,2,0,0,999,0,1,20,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,增加耐力上限,125,0,0,获得BUFF,14000004,0,0,0,0,0,0,恢复耐力,150,0,0,0,40040,,1,,,,,,,,,,,,,,,,,,,,,,,,
40041,Guts Powder,"""<FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mart_medcine_white,1,0,1,1,1,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,获得BUFF,14000007,0,0,0,0,0,0,指定关卡中不可使用,140801.140802.140803.140804.140805.140806.140807.140808.140809.140810,0,0,0,0,0,0,0,40041,,1,,,,,,,,,,,,,,,,,,,,,,,,
40042,Guts Powder【G】,"""<FONT COLOR=\""\#68A16A\"" >使用：可抵挡一次致命伤害，并回复50%体力，对抗强敌之必备良药。\n效果持续时间：60分钟\n武器试练中无法使用</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">古龙之血凝结的精华</FONT>""",1,1,mart_medcine_white,1,0,1,1,1,2,0,0,999,0,1,20,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,获得BUFF,14000007,0,0,0,0,0,0,指定关卡中不可使用,140801.140802.140803.140804.140805.140806.140807.140808.140809.140810.140302,0,0,0,0,0,0,0,40043,,1,,,,,,,,,,,,,,,,,,,,,,,,
40043,Guts Powder,"""<FONT COLOR=\""\#68A16A\"" >使用：可抵挡1次致命伤害，并回复50%体力，对抗强敌之必备良药。多次使用可叠加抵挡伤害的次数。最多可叠加99次。\n效果持续时间：30分钟\n武器试练中无法使用</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">古龙之血凝结的精华</FONT>""",1,1,mart_medcine_white,1,0,1,1,1,2,0,0,999,0,1,20,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,获得BUFF,14000005,0,0,0,0,0,0,指定关卡中不可使用,140801.140802.140803.140804.140805.140806.140807.140808.140809.140810.140302,0,0,0,0,0,0,0,40043,,1,,,,,,,,,,,,,,,,,,,,,,,,
40044,Guru Whetstone,"""<FONT COLOR=\""\#68A16A\"" >使用：恢复武器锋利度，并提高30%武器会心概率。\n效果持续时间：5分钟\n武器试练中无法使用</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR>""",1,1,mart_whetstone2,1,0,1,1,4,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200400001,增加锋利度,2000000,0,0,获得BUFF,14000008,0,0,指定关卡中不可使用,140801.140802.140803.140804.140805.140806.140807.140808.140809.140810.140302,0,0,0,0,0,0,0,40044,,2,,,,,,,,,,,,,,,,,,,,,,,,
40045,Guru Whetstone,"""<FONT COLOR=\""\#68A16A\"" >使用：恢复武器锋利度，并提高30%武器会心概率。\n效果持续时间：5分钟\n武器试练中无法使用</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR>""",1,1,mart_whetstone2,1,0,1,1,4,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200400001,增加锋利度,2000000,0,0,获得BUFF,14000008,0,0,指定关卡中不可使用,140801.140802.140803.140804.140805.140806.140807.140808.140809.140810.140302,0,0,0,0,0,0,0,40045,,2,,,,,,,,,,,,,,,,,,,,,,,,
40046,Guru Whetstone,"""<FONT COLOR=\""\#68A16A\"" >使用：恢复武器锋利度，并提高30%武器会心概率。\n效果持续时间：5分钟\n武器试练中无法使用</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR>""",1,1,mart_whetstone2,1,0,1,1,4,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200400001,增加锋利度,2000000,0,0,获得BUFF,14000009,0,0,指定关卡中不可使用,140801.140802.140803.140804.140805.140806.140807.140808.140809.140810.140302,0,0,0,0,0,0,0,40046,,2,,,,,,,,,,,,,,,,,,,,,,,,
40047,Guru Whetstone,"""<FONT COLOR=\""\#68A16A\"" >使用：恢复武器锋利度，并提高30%武器会心概率。\n效果持续时间：5分钟\n武器试练中无法使用</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR>""",1,1,mart_whetstone2,1,0,1,1,4,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200400001,增加锋利度,2000000,0,0,获得BUFF,14000009,0,0,指定关卡中不可使用,140801.140802.140803.140804.140805.140806.140807.140808.140809.140810.140302,0,0,0,0,0,0,0,40047,,2,,,,,,,,,,,,,,,,,,,,,,,,
40048,Guru Whetstone,"""<FONT COLOR=\""\#68A16A\"" >使用：恢复武器锋利度，并提高30%武器会心概率。\n效果持续时间：5分钟\n武器试练中无法使用</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR>""",1,1,mart_whetstone2,1,0,1,1,4,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200400001,增加锋利度,2000000,0,0,获得BUFF,14000010,0,0,指定关卡中不可使用,140801.140802.140803.140804.140805.140806.140807.140808.140809.140810.140302,0,0,0,0,0,0,0,40048,,2,,,,,,,,,,,,,,,,,,,,,,,,
40049,Guru Whetstone,"""<FONT COLOR=\""\#68A16A\"" >使用：恢复武器锋利度，并提高30%武器会心概率。\n效果持续时间：5分钟\n武器试练中无法使用</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR>""",1,1,mart_whetstone2,1,0,1,1,4,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200400001,增加锋利度,2000000,0,0,获得BUFF,14000010,0,0,指定关卡中不可使用,140801.140802.140803.140804.140805.140806.140807.140808.140809.140810.140302,0,0,0,0,0,0,0,40049,,2,,,,,,,,,,,,,,,,,,,,,,,,
40050,Guru Whetstone,"""<FONT COLOR=\""\#68A16A\"" >使用：恢复武器锋利度，并提高30%武器会心概率。\n效果持续时间：5分钟\n武器试练中无法使用</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR>""",1,1,mart_whetstone2,1,0,1,1,4,2,0,0,999,0,1,20,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200400001,增加锋利度,2000000,0,0,获得BUFF,14000011,0,0,指定关卡中不可使用,140801.140802.140803.140804.140805.140806.140807.140808.140809.140810.140302,0,0,0,0,0,0,0,40050,,2,,,,,,,,,,,,,,,,,,,,,,,,
