# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,副本中使用次数,随机狩猎奖励点,解绑道具,解绑道具数量
5011,木材,"""<FONT COLOR=\""\#68A16A\"" >干枯了的树枝，可以用来生火。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mat_hair_01_BRW,1,0,1,2,1,2,10,10,10,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5011,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,Gendrome Canine,"""<FONT COLOR=\""\#68A16A\"" >罕有麻痹成分的利齿，可以用来治疗腿疾。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,icon_fulltsubo_red,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5012,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013,Legendary Recipe,"""<FONT COLOR=\""\#68A16A\"" >传说中的食谱，记载了来自各地美味料理的秘密。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_book_04,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5013,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014,High-quality Truffles,"""<FONT COLOR=\""\#68A16A\"" >每年第一批生长出来的极品松露，是难得的好食材。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_plant_05,1,0,1,2,1,2,10,10,10,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5014,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,Exquisite Honey,"""<FONT COLOR=\""\#68A16A\"" >桃毛兽最爱的花蜜，令人充满能量的美味调味品。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,item_icon_13,1,0,1,2,1,2,5,5,5,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5015,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,Legendary Cuisine,"""<FONT COLOR=\""\#68A16A\"" >根据食谱，用了上好食材及调味料，加上厨师精湛厨艺料理而成的美味！</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_food_05,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,Fresh Wild Boar Meat,"""<FONT COLOR=\""\#68A16A\"" >唔……光是看到这一些还未料理过的肉，口水就要掉下来了。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_food_01,1,0,1,2,1,2,5,5,5,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5017,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,Herbal Pain Relievers,"""<FONT COLOR=\""\#68A16A\"" >娜西卡专门为爷爷准备的草药。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_herbs_03-4,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5018,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,草料,"""<FONT COLOR=\""\#68A16A\"" >新鲜的草料，晒干后可以用来喂饲牲畜。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_herbs_12,1,0,1,2,1,2,15,15,15,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5019,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,Missing Anthology,"""<FONT COLOR=\""\#68A16A\"" >Sierre's missing manuscripts.</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_book_02,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5020,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,Gold Ore,"""<FONT COLOR=\""\#68A16A\"" >High-quality gold. Can be used to make many products.</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_herbs_05,1,0,1,2,1,2,20,20,20,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5021,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,Hypnocatrice Tail Feathers,"""<FONT COLOR=\""\#68A16A\"" >眠鸟尾部完整的羽毛，十分难得的装饰品。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_machinery_04,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5022,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023,精美的封面,"""<FONT COLOR=\""\#68A16A\"" >用金线和眠鸟羽毛制成的诗集封面，精致美观且不易损坏。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_book_04,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5023,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,Missing Magnifier,"""<FONT COLOR=\""\#68A16A\"" >蜜蕾妮用来鉴定宝石的放大镜，但是镜片已经损坏了。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_tool_07,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,Gypceros Skin,"""<FONT COLOR=\""\#68A16A\"" >毒怪鸟的胶质外皮，拥有很好的防护能力。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mat_leather_02,1,0,1,2,1,2,5,5,5,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,上乘防具,"""<FONT COLOR=\""\#68A16A\"" >睿思婆婆用毒怪鸟的外皮制成的上乘防具。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,ep_tmsw_02,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5026,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,艾玛的踪迹,"""<FONT COLOR=\""\#68A16A\"" >一副猫的尸骸，看起来它已经死了一段时间了。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mat_head_03,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5027,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,Exquisite Ivory,"""<FONT COLOR=\""\#68A16A\"" >从大野猪王身上剥取下来的牙齿，可以制成精美的装饰物。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mat_tooth_02_GRY,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5028,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,商队工作汇报手册,"""<FONT COLOR=\""\#68A16A\"" >杰克雷记录的商队工作内容。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_book_05,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5029,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,Y. Caeserber Fur,"""<FONT COLOR=\""\#68A16A\"" >沙狸兽的皮毛，质地很厚，保温效果很好。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mat_leather_01_YEL,1,0,1,2,1,2,5,5,5,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5030,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,Precious Velvet,"""<FONT COLOR=\""\#68A16A\"" >小鹿身上的鹿茸，是珍贵的药材。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mat_tooth_01,1,0,1,2,1,2,5,5,5,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5031,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,石英矿,"""<FONT COLOR=\""\#68A16A\"" >石英矿，提纯后可以制成精密度很高的玻璃仪器。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,5,1,0,1,2,1,2,15,15,15,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5032,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033,Transparent Quartz,"""<FONT COLOR=\""\#68A16A\"" >提炼后的石英，质地纯净了很多，打磨后可以用来作为鉴定珠宝的放大镜镜片。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_sb_08,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5033,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,遗失的珠宝盒,"""<FONT COLOR=\""\#68A16A\"" >商队遭遇小黄速龙的袭击不慎遗失的珠宝盒。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,item_icon_67,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,首饰样品,"""<FONT COLOR=\""\#68A16A\"" >蜜蕾妮订购的首饰样品。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_jewel_04,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5035,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,胃药,"""<FONT COLOR=\""\#68A16A\"" >治疗胃病的特效药。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_machinery_04,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5036,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,桃毛兽的整皮,"""<FONT COLOR=\""\#68A16A\"" >从桃毛兽身上剥取的整皮，是很好的保暖材料。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mat_leather_02_BRW,1,0,1,2,1,2,5,5,5,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,Emerald Stone,"""<FONT COLOR=\""\#68A16A\"" >一种稀有的绿色宝石的原石，虽然只是原石，但是已经十分绮丽了。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_ore_05,1,0,1,2,1,2,20,20,20,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5038,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,Emerald Gem,"""<FONT COLOR=\""\#68A16A\"" >经过提纯后的祖母绿宝石，相信这个世上不会有女孩不爱这样的礼物。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_sb_07,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5039,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,代表思念的项链,"""<FONT COLOR=\""\#68A16A\"" >蜜蕾妮根据琪丝的心意设计出的代表思念的项链。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_gem_03,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5040,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,Beast's teeth,"""<FONT COLOR=\""\#68A16A\"" >沙狸兽的整牙，可以打磨成精美的饰品。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mat_tooth_01,1,0,1,2,1,2,5,5,5,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,Flowers,"""<FONT COLOR=\""\#68A16A\"" >美丽的鲜花，送给女孩子是不错的选择。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_herbs_11,1,0,1,2,1,2,10,10,10,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5042,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043,Hard Beak,"""<FONT COLOR=\""\#68A16A\"" >大怪鸟的鸟喙，坚硬无比但是大小适中，可以用来防身。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mat_beak_01,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5043,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,Poisonous Gland,"""<FONT COLOR=\""\#68A16A\"" >黄速龙分泌麻痹毒液的地方，值得仔细研究研究。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_machinery_04,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5044,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,Gypceros Crown,"""<FONT COLOR=\""\#68A16A\"" >毒怪鸟的发光头冠，里面似乎包含一些稀有的晶体矿物。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mat_hair_04,1,0,1,2,1,2,5,5,5,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5045,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,有求必应券,"""<FONT COLOR=\""\#68A16A\"" >索伊科曾经帮助过拜因，所以获得了拜因的有求必应券，有了这张券，拜因必须答应索伊科的各种要求。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,mat_hair_04,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5046,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,Fine Golden Thread,"""<FONT COLOR=\""\#68A16A\"" >罗师傅打造的金线，保持了韧性和可塑性。</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,1,prop_sb_07,1,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5047,,,,,,,,,,,,,,,,,,,,,,,,,,,
