# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,排序参数,强化规则,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
750020,测试摩斯(腕部),测试摩斯7天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,604800,0,211275,221275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750021,测试摩斯(腕部),测试摩斯30天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,2592000,0,211275,221275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750022,测试摩斯(腕部),测试摩斯365天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,31536000,0,211275,221275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750023,测试摩斯(腕部),测试摩斯无时限套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,750013,0,0,211275,221275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750030,测试摩斯(胸部),测试摩斯7天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,0,604800,0,311275,321275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750031,测试摩斯(胸部),测试摩斯30天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,0,2592000,0,311275,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750032,测试摩斯(胸部),测试摩斯365天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,0,31536000,0,0,321275,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750033,测试摩斯(胸部),测试摩斯无时限套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,750013,0,0,311275,321275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750040,测试摩斯(腰部),测试摩斯7天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,0,604800,0,411275,421275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750041,测试摩斯(腰部),测试摩斯30天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,0,2592000,0,411275,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750042,测试摩斯(腰部),测试摩斯365天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,0,31536000,0,0,421275,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750043,测试摩斯(腰部),测试摩斯无时限套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,750013,0,0,411275,421275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750050,测试摩斯(腿部),测试摩斯7天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,0,604800,0,511275,521275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750051,测试摩斯(腿部),测试摩斯30天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,0,2592000,0,511275,521275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750052,测试摩斯(腿部),测试摩斯365天套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,0,31536000,0,511275,521275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750053,测试摩斯(腿部),测试摩斯无时限套装<BR>厚重风衣，长筒军靴搭配腿部护甲给人十足的安全感，格子圆帽低调内敛的风格让人更显沉稳。这就是最为人们所熟知的大侦探测试摩斯的风衣套装。,30,3,ep_ma012_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,750013,0,0,511275,521275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750060,鲛织水装,使用古鲛皮精心炼制的水战装束。古鲛皮特有的褶皱能最大化减少水中的阻力，薄如蝉翼的鲛织让性感的身姿展现无遗。,1,3,ep_ma060_01,1,0,3,2,4,10,1,0,0,1,0,1,5000,50,1,762113,604800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750061,鲛织水装,使用古鲛皮精心炼制的水战装束。古鲛皮特有的褶皱能最大化减少水中的阻力，薄如蝉翼的鲛织让性感的身姿展现无遗。,1,3,ep_ma060_01,1,0,3,2,4,10,1,0,0,1,0,1,5000,50,1,762113,2592000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750062,鲛织水装,使用古鲛皮精心炼制的水战装束。古鲛皮特有的褶皱能最大化减少水中的阻力，薄如蝉翼的鲛织让性感的身姿展现无遗。,1,3,ep_ma060_01,1,0,3,2,4,10,1,0,0,1,0,1,5000,50,1,762113,31536000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750063,鲛织水装,使用古鲛皮精心炼制的水战装束。古鲛皮特有的褶皱能最大化减少水中的阻力，薄如蝉翼的鲛织让性感的身姿展现无遗。,1,3,ep_ma060_01,1,0,3,2,4,10,1,0,0,1,0,1,5000,50,1,762113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750064,异星殖装,传说中巨大陨石从天而降，散落出的神秘材料自然凝结成可以穿着的姿态，仿佛是一套有生命的护甲。,1,3,ep_ma111_01,1,0,3,2,4,1,2,0,0,1,0,1,5000,50,1,0,604800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750065,异星殖装,传说中巨大陨石从天而降，散落出的神秘材料自然凝结成可以穿着的姿态，仿佛是一套有生命的护甲。,1,3,ep_ma111_01,1,0,3,2,4,10,2,0,0,1,0,1,5000,50,1,0,2592000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750066,异星殖装,传说中巨大陨石从天而降，散落出的神秘材料自然凝结成可以穿着的姿态，仿佛是一套有生命的护甲。,1,3,ep_ma111_01,1,0,3,2,4,10,2,0,0,1,0,1,5000,50,1,0,31536000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
